England : wales 0.6,scotland 0.5,english_people 0.49,cardiff 0.48,english_midlands 0.48,welsh_language 0.47,mandarin 0.46,gaelic_scots 0.46,yorkshire 0.45,mandarin_dialects 0.45,welsh_english 0.44,southern_england 0.44,british_english 0.44,netherlands_national_football_team 0.44,great_britain 0.43,west_country 0.43,manchester_united_kingdom 0.43,standard_cantonese 0.42,english 0.42,american_english 0.42
Tony_Todd : candyman_1992 0.68,kane_hodder 0.67,danielle_harris 0.66,sid_haig 0.6,robert_englund 0.59,lance_henriksen 0.56,victor_crowley 0.55,doug_bradley 0.55,miles_fisher 0.54,the_texas_chainsaw_massacre_3 0.54,michael_berryman 0.54,arlen_escarpeta 0.54,the_texas_chainsaw_massacre_part_2 0.54,angus_scrimm 0.54,tiffany_shepis 0.54,jeffrey_combs 0.53,derek_mears 0.53,ken_foree 0.53,emma_bell 0.53,james_duval 0.53
Contemporary_Christian_music : alternative_rock 0.37,urban_contemporary_gospel 0.32,christian_music_industry 0.32,adult_contemporary_music 0.31,gospel_music 0.3,mca_records 0.3,contemporary_commercial_music 0.3,brian_doerksen 0.29,christian_hip_hop 0.29,love_people 0.28,christian_music 0.28,program 0.28,matt_brouwer 0.28,christian_rock 0.28,amanda_falk 0.27,hot_adult_contemporary_tracks 0.27,michael_w_smith 0.27,monk_neagle 0.27,quality_management 0.27,contemporary_hit_radio 0.27
United_Kingdom : great_britain 0.69,brits 0.6,london 0.59,9g9s5g 0.56,gordon_brown 0.52,david_cameron 0.51,scotland 0.49,downing_street 0.49,bbc 0.49,sunday_telegraph 0.48,the_independent 0.48,the_guardian 0.48,city_of_london 0.48,briton 0.46,the_sunday_times 0.46,europe 0.46,foreign_and_commonwealth_office 0.46,evening_standard 0.46,channel_4_news 0.46,central_london 0.46
Julia_Kristeva : jacques_derrida 0.67,jacques_lacan 0.67,helene_cixous 0.67,michel_foucault 0.67,gilles_deleuze 0.62,roland_barthes 0.62,louis_althusser 0.61,alain_badiou 0.61,walter_benjamin 0.6,jurgen_habermas 0.6,jean_baudrillard 0.59,giorgio_agamben 0.59,martin_heidegger 0.58,jean_lyotard 0.58,emmanuel_levinas 0.58,jacques_ranciere 0.57,theodor_w_adorno 0.57,paul_ricoeur 0.57,maurice_merleau-ponty 0.57,richard_rorty 0.56
Supermarket : grocery_store 0.43,stater_bros 0.38,aldi 0.36,tesco 0.35,winco_foods 0.35,harris_teeter 0.35,giant_hypermarket 0.34,asda 0.34,kroger 0.33,save-a-lot 0.33,albertsons 0.32,safeway_inc 0.32,somerfield 0.32,dollar_store 0.32,waitrose 0.32,stop_shop 0.32,grocery_outlet 0.32,makro 0.32,vons 0.31,food_marketing 0.31
Wendy_Thomas : wendys 0.78,arbys 0.68,wendys_international 0.65,wendy_kaufman 0.63,burger_king 0.61,wendys_arbys_group 0.59,kfc 0.54,3wxg04 0.53,mcdonald 0.52,mcdonalds 0.52,dave_thomas_1932 0.52,jack_in_the_box 0.52,taco_bell 0.51,quiznos_sub 0.49,carls_jr 0.49,yum_brands 0.48,baja_fresh 0.48,pizza_hut 0.47,chilis 0.47,frosty 0.46
Operatic_pop : italian_opera 0.49,quando_me_nvo 0.49,amici_forever 0.48,bocelli 0.48,kings_singers 0.48,kallen_esperian 0.48,great_american_songbook 0.48,the_ten_tenors 0.48,barbara_bonney 0.47,east_village_opera_company 0.47,zanne_stapelberg 0.47,grand_opera 0.47,steven_mercurio 0.47,anna_leese 0.47,angela_brown 0.47,anne-sofie_von_otter 0.47,eileen_farrell 0.46,linda_eder 0.46,h3q3rd 0.46,5b3xdf 0.46
Brooklyn : queens 0.82,the_bronx 0.8,staten_island 0.73,new_york_county 0.72,flatbush_brooklyn 0.7,bushwick_brooklyn 0.69,downtown_brooklyn 0.69,lower_east_side_manhattan 0.68,bedford_stuyvesant_brooklyn 0.68,long_island_city_queens 0.68,park_slope_brooklyn 0.67,bensonhurst_brooklyn 0.67,astoria_queens 0.67,williamsburg_brooklyn 0.67,bay_ridge_brooklyn 0.67,east_new_york_brooklyn 0.65,far_rockaway_queens 0.65,sheepshead_bay_brooklyn 0.64,south_bronx 0.63,crown_heights_brooklyn 0.63
National_Defense_Research_Committee : national_development_and_reform_commission 0.34,zhang_xiaoqiang 0.25,kan_chang_wang 0.25,zhang_guobao 0.25,all-china_federation_of_industry_and_commerce 0.25,sun_zhen 0.25,ma_kai 0.25,erdos_ctl 0.25,project_chatter 0.25,zhu_zhixin 0.25,state_council_of_the_peoples_republic_of_china 0.25,xishan_coal_and_electricity_power 0.25,taiwan_democratic_self-government_league 0.24,jinniu_energy 0.24,chinese_ministry_of_commerce 0.24,ministry_of_commerce 0.24,state_statistics_committee_of_ukraine 0.24,nie_weiguo 0.24,state_administration_for_industry_and_commerce 0.24,state_administration_of_taxation 0.23
Office_of_Scientific_Research_and_Development : vannevar_bush 0.41,radiation_laboratory 0.32,saunders_maclane 0.32,thomas_eugene_everhart 0.31,francis_m_drake 0.3,california_institute_of_technology 0.3,united_nations_trust_territories 0.3,h7m3s6 0.3,operation_paperclip 0.3,universities_research_association 0.3,louis_fieser 0.29,air_transport_command 0.29,united_states_army_air_forces 0.29,nasa_chief_scientist 0.29,trust_territory_of_the_pacific_islands 0.29,richard_c_tolman 0.29,president_of_the_american_association_for_the_advancement_of_science 0.29,national_space_council 0.28,richard_w_leopold 0.28,world_war_ii 0.28
Republic : irish_republic 0.51,united_ireland 0.47,federal_republic 0.46,constitution_of_ireland 0.45,united_states_constitution 0.44,eamon_de_valera 0.43,democratic_programme 0.43,constitution 0.42,irish_government 0.42,arthur_griffith 0.42,first_dail 0.42,unionists 0.41,liberty 0.41,preamble_to_the_united_states_constitution 0.4,republic_of_ireland 0.4,northern_ireland 0.4,kingdom_of_great_britain 0.39,constitution_of_the_united_kingdom 0.39,rule_of_law 0.39,french_third_republic 0.39
John_Hughlings_Jackson : william_richard_gowers 0.51,archibald_garrod 0.43,lucio_bini 0.4,josef_breuer 0.4,emil_kraepelin 0.4,bernard_sachs 0.39,sir_george_frederic_still 0.39,ugo_cerletti 0.39,gustav_fechner 0.39,charles_scott_sherrington 0.39,eugen_bleuler 0.38,ladislas_j_meduna 0.38,franz_joseph_gall 0.38,temporal_lobe_epilepsy 0.38,pierre_janet 0.38,alcmaeon_of_croton 0.38,egas_moniz 0.37,richard_asher 0.37,3snlh 0.37,ernst_mayr 0.37
Dow_Jones_Industrial_Average : s_p_500 0.78,nasdaq_composite 0.64,s_p_tsx_composite_index 0.6,wall_street 0.53,nikkei_225 0.51,9gk64h 0.51,chart 0.51,dow_jones_transportation_average 0.51,ftse_100_index 0.49,all_ordinaries 0.49,furin 0.49,hang_seng_index 0.49,nasdaq_futures 0.49,nasdaq_canada 0.48,dow_jones_euro_stoxx_50 0.48,indice_bovespa 0.48,straits_times_index 0.47,korpus_bezpieczenstwa_wewnetrznego 0.47,amex_oil_index 0.47,vix 0.47
Martin_Luther_University_of_Halle-Wittenberg : university_of_bonn 0.49,ruprecht_karl_university_of_heidelberg 0.49,humboldt_university_of_berlin 0.47,eberhard_karls_university_of_tubingen 0.46,georg-august_university_of_gottingen 0.46,johannes_gutenberg_university_of_mainz 0.46,university_of_leipzig 0.46,gottingen 0.45,university_of_munster 0.45,university_of_hamburg 0.44,university_of_wurzburg 0.44,university_of_cologne 0.44,ludwig_maximilians_university_of_munich 0.43,albert_ludwigs_university_of_freiburg 0.43,friedrich_alexander_university_erlangen_nuremberg 0.43,university_of_giessen 0.42,friedrich_schiller_university_of_jena 0.42,tubingen 0.4,heinrich_heine_university_of_dusseldorf 0.4,max_planck_society 0.4
Julia_Louis-Dreyfus : the_new_adventures_of_old_christine 0.72,30_rock 0.69,tina_fey 0.63,edie_falco 0.62,amy_poehler 0.62,curb_your_enthusiasm 0.62,jane_lynch 0.61,samantha_who 0.6,christina_applegate 0.59,seinfeld 0.59,how_i_met_your_mother 0.59,jim_parsons 0.57,the_big_bang_theory 0.57,entourage 0.57,larry_david 0.57,will_grace 0.56,mary-louise_parker 0.56,julianna_margulies 0.56,ugly_betty 0.56,emmy_award 0.56
Aristotle : plato 0.78,socrates 0.77,immanuel_kant 0.74,aristotelianism 0.69,plotinus 0.69,epicurus 0.68,friedrich_nietzsche 0.66,platonism 0.64,rene_descartes 0.63,parmenides 0.63,nicomachean_ethics 0.63,heraclitus 0.63,baruch_spinoza 0.62,blaise_pascal 0.62,neoplatonism 0.62,pythagoras 0.61,empedocles 0.61,thucydide 0.61,democritus 0.61,sophism 0.6
Christophe_Beck : 412_f7 0.49,john_ottman 0.44,edward_shearmur 0.43,john_debney 0.42,aaron_zigman 0.42,theodore_shapiro_1971 0.41,christopher_young 0.41,geoff_zanelli 0.41,joss_whedon_christophe_beck 0.41,1nqfh_ 0.4,tyler_bates 0.4,ramin_djawadi 0.4,deborah_lurie 0.4,graeme_revell 0.4,christopher_lennertz 0.4,danny_elfman 0.39,jerry_goldsmith 0.39,rolfe_kent 0.38,7s72r0 0.38,john_swihart 0.38
Harry_Stack_Sullivan : psychoanalysis 0.47,adolf_meyer 0.43,thomas_szasz 0.43,heinz_kohut 0.43,rollo_may 0.41,marius_romme 0.41,frieda_fromm-reichmann 0.41,eugen_bleuler 0.4,emil_kraepelin 0.4,pierre_janet 0.4,sigmund_freud 0.4,abraham_brill 0.4,richard_bentall 0.4,loren_mosher 0.4,evelyn_hooker 0.39,tim_crow 0.39,gestalt_psychology 0.39,otto_f_kernberg 0.39,erich_fromm 0.39,ray_blanchard 0.39
Art_Institute_of_Chicago : museum_of_modern_art 0.67,museum_of_contemporary_art_chicago 0.67,museum_of_fine_arts_boston 0.66,school_of_the_art_institute_of_chicago 0.66,metropolitan_museum_art 0.64,whitney_museum_of_american_art 0.63,national_gallery_of_art 0.61,sf_moma 0.59,smart_museum_of_art 0.59,the_museum_of_fine_arts_houston 0.59,3m9mpc 0.57,the_renaissance_society 0.57,terra_museum 0.56,phillips_collection 0.56,los_angeles_county_museum_of_art 0.56,smithsonian_american_art_museum 0.56,brooklyn_museum 0.56,cleveland_museum_of_art 0.56,corcoran_gallery_of_art 0.56,museum_of_contemporary_art_los_angeles 0.55
National_Collegiate_Athletic_Association : division_i 0.59,ncaa_mens_division_i_basketball_championship 0.58,ncaa_final_four 0.58,mark_emmert 0.54,gene_smith 0.54,ohio_state_university 0.53,jim_tressel 0.52,bruce_pearl 0.51,usc_trojans 0.5,kelvin_sampson 0.49,academic_progress_rate 0.49,myles_brand 0.49,national_invitation_tournament 0.48,tennessee_volunteers 0.48,big_ten_conference 0.48,southeastern_conference 0.48,2007_ncaa_mens_division_i_basketball_tournament 0.48,joe_schad 0.48,miami_hurricanes 0.47,indiana_hoosiers_mens_basketball 0.47
Justin_Bartha : ed_helms 0.67,bradley_cooper 0.67,zach_galifianakis 0.67,phil_wenneck 0.62,heather_graham 0.61,stu_price 0.61,todd_phillips 0.61,ken_jeong 0.56,sasha_barrese 0.55,the_hangover_2 0.53,paul_rudd 0.51,john_krasinski 0.5,jason_bateman 0.48,kristen_bell 0.48,rashida_jones 0.48,justin_long 0.47,jason_segel 0.47,gvvc2n 0.46,ari_graynor 0.46,jason_sudeikis 0.46
Goh_Kun : uri_party 0.71,lee_hae_chan 0.7,rhyu_si_min 0.68,kim_geun_tae 0.67,han_myeong_sook 0.66,son_hak-gyu 0.64,chung_dong-young 0.63,grand_national_party 0.61,park_geun-hye 0.6,chung_un-chan 0.59,lee_hoi-chang 0.58,cheong_wa_dae 0.57,united_new_democratic_party 0.57,kang_jae-seop 0.57,won_hee_ryong 0.57,h98kd0 0.55,kim_jong-pil 0.55,moon_kook_hyun 0.55,mun_seong_kun 0.55,roh_moo-hyun 0.55
Erich_Fromm : herbert_marcuse 0.61,theodor_w_adorno 0.59,fear_of_freedom 0.58,sigmund_freud 0.58,hannah_arendt 0.57,rollo_may 0.57,immanuel_kant 0.56,max_horkheimer 0.56,martin_heidegger 0.56,jacques_lacan 0.55,friedrich_nietzsche 0.55,the_art_of_loving 0.55,michel_foucault 0.55,jurgen_habermas 0.54,ernst_bloch 0.54,emile_durkheim 0.54,karen_horney 0.54,bertrand_russell 0.53,heinz_kohut 0.53,c_g_jung 0.52
Shannon_Airport : shannon_county_clare 0.77,dublin_airport 0.74,ireland_west_airport_knock 0.74,belfast_international_airport 0.68,aer_arann 0.68,aer_lingus 0.67,waterford_airport 0.64,cork 0.64,cork_international_airport 0.63,george_best_belfast_city_airport 0.63,ryanair 0.62,city_of_derry_airport 0.62,dublin_airport_authority 0.61,kerry_airport 0.61,irish_aviation_authority 0.6,aldergrove_united_kingdom 0.59,glasgow_prestwick_international_airport 0.58,cityjet 0.57,london_heathrow_airport 0.57,london_gatwick_airport 0.57
Tom_Hiddleston : chris_hemsworth 0.75,chris_evans_1981 0.68,clark_gregg 0.65,stellan_skarsgard 0.64,mark_ruffalo 0.64,nick_fury 0.63,samuel_l_jackson 0.62,jeremy_renner 0.61,hawkeye 0.61,maria_hill 0.61,jaimie_alexander 0.61,kenneth_branagh 0.59,robert_downey_jr 0.57,agent_coulson 0.56,rene_russo 0.56,thor 0.56,captain_america 0.56,avengers 0.55,scarlett_johansson 0.55,iron_man 0.54
Sony_Pictures_Television : fox_television_studios 0.57,3c0sqp 0.54,sony_pictures_entertainment 0.53,20th_television 0.53,abc_studios 0.53,warner_bros_television_distribution 0.53,universal_television 0.51,rhi_entertainment 0.51,sony_pictures_television_international 0.5,nbc_universal_television_distribution 0.5,discovery_communications 0.49,fox_entertainment_group 0.49,buena_vista_international_television 0.49,the_minisode_network 0.49,a_e_television_networks 0.49,mgm_television 0.48,new_line_television 0.48,fearnet 0.48,20th_century_fox_television 0.48,e1_entertainment 0.48
Emperor_of_China : qin_shi_huang 0.61,qing_dynasty 0.6,qin_dynasty 0.6,ming_dynasty 0.57,empress_dowager_cixi 0.56,han_dynasty 0.56,kublai_khan 0.56,manchu 0.55,tang_dynasty 0.54,jin_dynasty 0.53,emperor 0.53,yongle_emperor 0.52,warring_states_period 0.52,puyi 0.52,spring_and_autumn_period 0.52,mongol_empire 0.52,emperor_ming_of_han 0.51,empress_dowager 0.51,yuan_dynasty 0.51,qin 0.51
Mary_Donohue : george_pataki 0.59,david_paterson 0.52,mario_cuomo 0.5,eliot_spitzer 0.49,robert_duffy 0.47,richard_ravitch 0.47,stan_lundine 0.46,joseph_bruno 0.46,barbara_w_snelling 0.45,melinda_schwegmann 0.45,warren_m_anderson 0.44,malcolm_wilson_1914 0.44,eunice_groark 0.44,andrew_cuomo 0.44,margaret_farrow 0.44,mae_schunk 0.44,thelma_stovall 0.44,randy_daniels 0.43,stephen_minarik 0.43,loren_leman 0.43
Barack_Obama : white_house 0.74,george_h_w_bush 0.72,george_w_bush 0.72,joe_biden 0.71,john_mccain 0.69,presidency_of_barack_obama 0.68,bill_clinton 0.68,hillary_rodham_clinton 0.68,david_axelrod_1955 0.63,oval_office 0.63,state_of_the_union_address 0.62,robert_gibbs 0.62,mitt_romney 0.59,david_plouffe 0.59,john_kerry 0.58,republicans 0.57,white_house_rose_garden 0.56,president 0.55,president_of_the_united_states 0.55,jennifer_psaki 0.53
The_Observer : the_guardian 0.63,the_times 0.61,sunday_telegraph 0.61,the_gladstone_observer 0.56,evening_standard 0.55,the_independent 0.54,the_sunday_times 0.54,gleaner_company 0.52,the_sun 0.5,the_weekly_observer 0.5,gazette 0.5,the_jamaica_observer 0.49,sunday_herald 0.48,the_spectator 0.48,press_gazette 0.48,new_statesman 0.47,the_daily_telegraph 0.46,daily_express 0.46,daily_mail 0.46,the_times_of_malta 0.45
Lawrence_Sher : bill_brzeski 0.55,dariusz_wolski 0.5,david_tattersall 0.49,thierry_arbogast 0.48,barry_peterson 0.48,glen_macpherson 0.48,h3myc1 0.48,benoit_delhomme 0.47,7s9v27 0.47,philippe_rousselot 0.47,tak_fujimoto 0.47,christophe_beaucarne 0.47,stephen_goldblatt 0.47,tim_orr 0.46,lance_acord 0.46,bill_pope 0.46,4n3m9f 0.46,oliver_stapleton 0.46,florian_ballhaus 0.46,sam_mccurdy 0.46
Susanna_Hall : george_wilkins 0.43,5sy8gh 0.4,hamnet_shakespeare 0.39,anne_hathaway_1556 0.39,court_of_requests 0.39,anne_isabella_milbanke 0.38,william_shakespeare 0.38,ds49pg 0.38,john_shakespeare 0.38,philip_henslowe 0.38,margaret_campbell_duchess_of_argyll 0.38,hnq6lz 0.38,a_l_rowse 0.37,christopher_marlowe 0.37,simon_forman 0.37,henry_carey_1st_baron_hunsdon 0.37,dafydd_ap_llywelyn 0.37,angelica_garnett 0.37,cressida 0.36,owen_tudor 0.36
Marvel_Studios : kevin_feige 0.79,avengers 0.79,marvel_comics 0.78,the_incredible_hulk_2008 0.73,iron_man 0.71,iron_man_2008 0.71,captain_america 0.7,iron_man_3 0.67,marvel_entertainment 0.67,hulk 0.66,x-men 0.66,the_avengers 0.66,avi_arad 0.65,gtt1qx 0.65,joss_whedon 0.64,avengers_earths_mightiest_heroes 0.64,fantastic_four 0.63,jon_favreau 0.62,stan_lee 0.61,marvel_universe 0.6
Chicago_Loop : 2j49t 0.63,near_west_side_chicago 0.63,chicago 0.59,lincoln_park_chicago 0.59,near_north_side_chicago 0.58,streeterville 0.55,uptown_chicago 0.54,navy_pier 0.54,lakeview_chicago 0.53,magnificent_mile 0.52,rogers_park_chicago 0.52,lasalle_street 0.52,douglas_chicago 0.52,halsted_street 0.52,chicagoland 0.51,john_hancock_center 0.51,logan_square_chicago 0.51,ogilvie_transportation_center 0.51,illinois_medical_district 0.51,47qty3 0.51
Massachusetts_Institute_of_Technology : harvard_university 0.69,carnegie_mellon_university 0.64,mit_sloan_school_of_management 0.63,mit_media_lab 0.62,cornell_university 0.62,princeton_university 0.61,university_of_california_berkeley 0.6,harvard-mit_division_of_health_sciences_and_technology 0.58,university_of_chicago 0.58,university_of_cambridge 0.58,fu_foundation_school_of_engineering_and_applied_science 0.58,gkhhh4 0.57,mit_computer_science_and_artificial_intelligence_laboratory 0.57,university_of_pennsylvania 0.57,columbia_university 0.57,tufts_university 0.57,worcester_polytechnic_institute 0.56,university_of_california_san_diego 0.56,lincoln_laboratory 0.56,yale_university 0.56
Ratan_Tata : tata_group 0.81,tata_1_lakh_car 0.67,tata_sons 0.66,ravi_kant 0.65,tata_motors 0.62,hnddy_ 0.6,birla_family 0.58,kumar_mangalam_birla 0.57,rahul_bajaj 0.56,anand_mahindra 0.56,azim_premji 0.56,j_r_d_tata 0.55,singur 0.55,sunil_mittal 0.54,noel_tata 0.54,mukesh_ambani 0.54,sanand 0.52,shashi_ruia 0.52,fpg6gd 0.52,anil_ambani 0.52
Monte_Cassino : battle_of_monte_cassino 0.55,cassino 0.52,anzio 0.51,gothic_line 0.51,winter_line 0.5,british_eighth_army 0.48,ortona 0.48,allied_invasion_of_italy 0.47,adolf_hitler_line 0.46,operation_shingle 0.46,allies 0.46,battle_of_ortona 0.46,siege_of_tobruk 0.45,italian_campaign 0.45,polish_ii_corps 0.45,new_zealand_division 0.44,battle_of_the_bulge 0.44,san_pietro_infine 0.44,el_alamein 0.43,allies_of_world_war_ii 0.43
Midfielder : goalkeeper 0.57,defender 0.5,shawn_kuykendall 0.42,paul_broome 0.42,miguel_gonzalez 0.41,guillermo_gonzalez_1986 0.41,craig_capano 0.41,elie_ikangu 0.41,probability 0.4,striker 0.4,stephen_herdsman 0.39,ryan_mcmahen 0.39,matt_crawford 0.39,guilherme_so 0.38,jared_montz 0.38,domenic_mediate 0.37,seth_trembly 0.37,christian_jimenez 0.37,rob_valentino 0.36,aaron_lanes 0.36
GE_Energy : ge_energy_infrastructure 0.73,steve_bolze 0.59,general_electric 0.5,claudi_santiago 0.46,ge_infrastructure 0.46,ge_transportation_systems 0.45,gas_turbine 0.44,ge_energy_financial_services 0.43,general_electric_lms100 0.42,converteam 0.42,general_electric_lm6000 0.42,ge_water_process_technologies 0.41,schneider_electric 0.41,ge_1_5_mw_wind_turbine 0.41,ge_technology_infrastructure 0.41,siemens_power_generation_inc 0.41,alstom 0.4,prolec_ge 0.4,electricity_distribution 0.4,ge-aviation 0.39
Lakeshore_East : magellan_development 0.67,aqua_chicago 0.63,lake_point_tower 0.5,the_tides 0.5,27n1yj 0.5,the_gulch 0.49,marina_city 0.49,ibm_plaza 0.48,streeterville 0.48,one_rincon_hill 0.48,cityplace_toronto 0.48,jeanne_gang 0.47,47qty3 0.47,icon_brickell 0.47,lakeview_chicago 0.46,costas_kondylis 0.46,lincoln_park_chicago 0.46,brickell_citicentre_complex 0.46,park_fifth_towers 0.46,47tbrb 0.46
Billy_Joel : elton_john 0.68,bruce_springsteen 0.67,neil_diamond 0.65,paul_simon 0.64,stevie_wonder 0.63,james_taylor 0.62,simon_and_garfunkel 0.62,bon_jovi 0.62,barry_manilow 0.61,rod_stewart 0.61,sting 0.61,the_rolling_stones 0.6,carole_king 0.59,barbra_streisand 0.59,art_garfunkel 0.58,englands_newest_hit_makers 0.58,elvis_costello 0.58,carly_simon 0.58,bonnie_raitt 0.58,eric_clapton 0.57
University_of_Texas_at_Austin : university_of_houston 0.76,baylor_university 0.69,university_of_north_texas 0.65,rice_university 0.64,trinity_university 0.63,university_of_texas_system 0.6,texas_a_m_university 0.59,texas_state_university_san_marcos 0.58,texas 0.58,st_edwards_university 0.58,southern_methodist_university 0.58,college_station 0.57,san_antonio 0.56,university_of_oklahoma 0.56,stephen_f_austin_state_university 0.55,mccombs_school_of_business 0.55,lamar_university 0.55,texas_womans_university 0.55,university_of_texas_at_san_antonio 0.54,university_of_texas_at_dallas 0.54
NASDAQ-100 : s_p_500 0.46,southern_cross_central 0.41,nasdaq_composite 0.4,vix 0.37,dow_jones_industrial_average 0.37,dow_jones_transportation_average 0.36,9gk64h 0.35,vaxjo_airport 0.35,spy 0.35,russell_2000 0.34,e_mini_s_p 0.34,amex_oil_index 0.34,ishares_russell_2000 0.34,russell_1000 0.34,philadelphia_stock_exchange 0.33,ishares_russell_3000 0.33,s_p_100 0.33,s_p_1500 0.33,xlk 0.33,russell_3000 0.33
Centre-left : centre-right 0.74,party_of_the_european_left 0.56,right-wing_politics 0.56,far_right 0.53,trotskyism 0.52,left-wing_politics 0.51,house_of_freedoms 0.51,the_right 0.51,liberal_party 0.5,progressivism 0.49,far_left 0.48,euroscepticism 0.48,new_left 0.47,enrico_boselli 0.47,marxism 0.47,christian_democracy 0.47,socialism 0.47,radical-socialist_party 0.47,democratic_socialism 0.46,walter_veltroni 0.46
Harvard_University : yale_university 0.78,massachusetts_institute_of_technology 0.69,princeton_university 0.69,dartmouth_college 0.68,ivy_league 0.66,boston_university 0.64,brown_university 0.63,columbia_university 0.63,university_of_chicago 0.63,tufts_university 0.62,harvard_college 0.62,university_of_pennsylvania 0.61,john_f_kennedy_school_of_government 0.61,brandeis_university 0.59,new_york_university 0.59,harvard_law_school 0.56,cornell_university 0.56,university_of_oxford 0.56,harvard_business_school 0.56,wellesley_college 0.56
